Tags	Asker Reputation	Asker Id	Asker Name	Link to Asker	Is Answered	View Count	Answer Count	Score	last_activity_date	creation_date	Question Id	link	Title	Answerer Reputation	Answerer Id	user_type	Answerer Name	Answerer Prof Link	Is Accepted	Answer Score	Last Activity data	Last Edited date	Creation date	Answer Id
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	495	7178104	registered	Raj S. Rusia	registered	https://stackoverflow.com/users/7178104/raj-s-rusia	False	18	1514187301	1504707202	46077533
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	39504	1697099	registered	Premraj	registered	https://stackoverflow.com/users/1697099/premraj	False	7	1513419912	1513419550	47844599
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	15	8808036	registered	NAGHMAAN MOHASEEN	registered	https://stackoverflow.com/users/8808036/naghmaan-mohaseen	False	13	1511354300	1508656124	46871427
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	14	6532494	registered	Kunal	registered	https://stackoverflow.com/users/6532494/kunal	False	2	1510991637	1510991637	47363873
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	5268	2128327	registered	Khaled.K	registered	https://stackoverflow.com/users/2128327/khaled-k	False	5	1505666338	1370151044	16880062
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	1123	4233180	registered	Supriya	registered	https://stackoverflow.com/users/4233180/supriya	False	7	1504464768	1504464768	46026822
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	166	1912964	registered	Gaurav	registered	https://stackoverflow.com/users/1912964/gaurav	False	31	1493440293	1373437887	17563873
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	39	3961865	registered	Michał Żbikowski	registered	https://stackoverflow.com/users/3961865/micha%c5%82-%c5%bbbikowski	False	19	1489141568	1411604618	26028582
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	4824	112670	registered	Christian	registered	https://stackoverflow.com/users/112670/christian	False	23	1486839149	1426714508	29133165
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	726	1952852	registered	Raja	registered	https://stackoverflow.com/users/1952852/raja	False	5	1485547813	1485546707	41901960
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	1823	4958222	registered	Rahul Kumar	registered	https://stackoverflow.com/users/4958222/rahul-kumar	False	16	1483979709	1483086780	41393112
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	19	7051714	registered	Taleev Aalam	registered	https://stackoverflow.com/users/7051714/taleev-aalam	False	3	1479297521	1479297521	40631632
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	7037	4990642	registered	snr	registered	https://stackoverflow.com/users/4990642/snr	False	12	1479142308	1479142308	40593867
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	2935	5797598	registered	khakishoiab	registered	https://stackoverflow.com/users/5797598/khakishoiab	False	11	1475142824	1475142824	39767073
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	39596	8701	registered	Eclipse	registered	https://stackoverflow.com/users/8701/eclipse	False	181	1474987377	1221673123	85711
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	152	5128145	registered	Vivek Kumar	registered	https://stackoverflow.com/users/5128145/vivek-kumar	False	3	1474912830	1474912519	39709353
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	223460	438154	registered	Sotirios Delimanolis	registered	https://stackoverflow.com/users/438154/sotirios-delimanolis	False	46	1466718898	1404370091	24546764
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	347	1195605	registered	Ravi Sanwal	registered	https://stackoverflow.com/users/1195605/ravi-sanwal	False	7	1466519436	1465268477	37669835
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	3913	1255825	registered	JasonG	registered	https://stackoverflow.com/users/1255825/jasong	False	8	1465272194	1372180334	17303467
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	336	658018	registered	Cdaragorn	registered	https://stackoverflow.com/users/658018/cdaragorn	False	3	1463063785	1463063785	37190132
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	1664	5903395	registered	Gee Bee	registered	https://stackoverflow.com/users/5903395/gee-bee	False	16	1458142169	1458142169	36040135
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	27664	1666	registered	SCdF	registered	https://stackoverflow.com/users/1666/scdf	False	647	1453433827	1220386761	40499
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	84	4957499	registered	Placinta Alexandru	registered	https://stackoverflow.com/users/4957499/placinta-alexandru	False	16	1453379915	1453379915	34924074
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	1833	216248	registered	karatedog	registered	https://stackoverflow.com/users/216248/karatedog	False	68	1451288187	1386937393	20566453
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	591	4010017	registered	kaushalpranav	registered	https://stackoverflow.com/users/4010017/kaushalpranav	False	1	1448337871	1448337497	33885194
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	6806	922581	registered	Srle	registered	https://stackoverflow.com/users/922581/srle	False	80	1442416691	1385049852	20125921
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	26274	12541	registered	Scott Stanchfield	registered	https://stackoverflow.com/users/12541/scott-stanchfield	False	2926	1440775958	1221575820	73021
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	444	1733754	registered	G Flores	registered	https://stackoverflow.com/users/1733754/g-flores	False	53	1440222612	1350010804	12851599
['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']	2355	4315	user4315	https://stackoverflow.com/users/4315/user4315	True	1873509	85	6225	1572924323	1220386469	40480	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?	5725	3250087	registered	spiderman	registered	https://stackoverflow.com/users/3250087/spiderman	False	50	1431466202	1431465847	30201678
